"ds_evento","cd_movimento","cd_evento","ind_fluxo_ri","cd_tipo_complemento","ds_valor_complemento"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 08:34:00, PLENÁRIO 1 - 08.34h"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 08:35:00, PLENÁRIO 1 - 08:35h"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 09:05:00, Maria Laura Franco Lima de Faria"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 09:10:00, Taísa Mª Macena de Lima"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 09:15:00, Paulo Maurício R. Pires"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 09:20:00, Juiz Convocado Antônio Neves de Freitas"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 09:25:00, JUIZ DELANE MARCOLINO FERREIRA"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 09:30:00, Juiz Vitor Salino de Moura Eça"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 09:31:00, Embargos Dra. Maria Laura"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 09:32:00, Embargos Dra. Taísa"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 09:33:00, Embargos Dr. Paulo"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 09:34:00, Embargos Dr. Antônio Neves"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 13:30:00, Relatora: Desa. Maria Lúcia Cardoso Magalhães"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 13:32:00, Relatora: Desa. Maria Lúcia Cardoso Magalhães"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 13:35:00, Relatora Desa. Denise Alves Horta"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 13:40:00, Relator: Des. Paulo Chaves Corrêa Filho"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 13:45:00, Relatora: Desa. Paula Oliveira Cantelli"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:00:00, Plenário 1 - Des. Boson"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:00:00, Plenário 1 - Des. Camilla"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:00:00, Plenário 1 - Des. Emília"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:00:00, Plenário 1 - JC Vitor"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:00:00, Plenário 1 - ministério público"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:02:00, 11ª Turma -  AGSO"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:03:00, 11ª  Turma - JVC"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:04:00, 11ª Turma -  MAPC"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:05:00, 11ª Turma - AMEC"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:06:00, ED AGSO"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:07:00, ED JVC"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:08:00, ED MAPC"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2018, 14:09:00, ED AMEC"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2019, 09:00:00, Ministério Público do Trabalho  -"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2019, 09:00:00, Rel: Desa. Cristiana Maria Valadares Fenelon"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2019, 09:00:00, Rel:Des. Cristiana Maria V Fenelon (ED e adiados)"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2019, 09:00:00, Rel.: Des. Fernando Antônio Viégas Peixoto"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2019, 09:00:00, Rel:Des. Fernando Antônio V Peixoto (ED e adiados)"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2019, 09:00:00, Rel: Des. Marcelo Lamego Pertence"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2019, 09:00:00, Rel: Des. Marcelo Lamego Pertence (ED e adiados)"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2019, 09:00:00, Rel: Juíza convocada Sabrina de Faria F. Leão"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2019, 09:00:00, Rel:Juíza conv Sabrina FF Leão (ED e adiados)"
Inclusão em Pauta,"417",IP,S,5006,"07/02/2019, 14:00:00, PLENÁRIO 1, Av. Getúlio Vargas, 225, 10º andar"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2016, 13:00:00, PLENÁRIO 2 - 8o. andar - Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2016, 13:00:00, PLENÁRIO 2 - AV. GETÚLIO VARGAS 225 8o. ANDAR."
Inclusão em Pauta,"417",IP,S,5006,"07/03/2016, 15:00:00, Plenário 1 - Des. Emerson José Alves Lage"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2016, 15:00:00, Plenário 1 - Des. José Eduardo de R. Chaves Júnior"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2016, 15:00:00, Plenário 1 - Des. Luiz Otávio Linhares Renault"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2016, 15:00:00, Plenário 1 - Juíza Angela Castilho Rogedo Ribeiro"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2016, 15:00:00, Plenário I - Des. Maria Cecília Alves Pinto"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2016, 16:00:00, Embargos de Declaração"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 08:30:00, Dr. Rodrigo Ribeiro Bueno"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:10:00, Dr. Sebastião Geraldo de Oliveira"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:13:00, Dr. Jales Valadão Cardoso"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:19:00, Dr. Lucas Vanucci Lins"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:32:00, Gab. Des. Mônica Sette Lopes"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:34:00, Gab. Des. Maria Stela Álvares da Silva Campos"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:36:00, Gab. Des. Maria Laura F.L. de Faria (Vinculado)"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:38:00, Gab. Des. Maria Laura (Vinculado - MPT)"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:40:00, ED - Gab. Des. MÔNICA SETTE"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:42:00, ED - Gab. Des. MARIA STELA"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:44:00, ED - Gab. Des. MARIA LAURA (Vinculado)"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:46:00, ED - Gab. Des. MARIA LAURA (vinculado-MPT)"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 09:48:00, ED - Gab. Des. JOÃO BOSCO (Convocado)"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 14:00:00, Plenário 01 14 hs"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 14:00:00, Plenário 2 - Des. José Murilo de Morais"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 14:01:00, Plenário 01 14:01"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 14:02:00, Plenário 01 14:02"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 14:03:00, plenário 1 14:03"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 14:04:00, plenário 1 14:04"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 14:10:00, Plenário 2 - Des. Anemar Pereira Amaral"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 14:10:00, Plenário 2 - MPT"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 14:20:00, Plenário 2 - Des. Jorge Berg de Mendonça"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 14:30:00, Plenário 2 - Juiz Jessé Cláudio Franco de Alencar"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2017, 14:40:00, Plenário 2 Juiz Jessé C. F. Alencar (vinculado)"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 08:30:00, PLENÁRIO 1 -  08:30h"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 08:31:00, PLENÁRIO 1 - 08:31h"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 08:32:00, PLENÁRIO 1 - 08:32h"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 08:33:00, PLENÁRIO 1 - 08.33h"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 08:34:00, PLENÁRIO 1 - 08.34h"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 08:35:00, PLENÁRIO 1 - 08:35h"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 09:01:00, ADIADOS"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 09:10:00, Taísa Mª Macena de Lima"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 09:15:00, Rosemary  O. Pires"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 09:20:00, Paulo Maurício R. Pires"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 09:21:00, Embargos Dra. Taísa"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 09:22:00, Embargos Dra. Rosemary"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 09:23:00, Embargos Dr. Paulo"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 09:24:00, Embargos Dr. Vitor Salino"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 13:00:00, Relatora: Desa. Maria Lúcia Cardoso Magalhães"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 13:01:00, Desa. Maria Lúcia Cardoso de Magalhães - MPT"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 13:05:00, Relatora Desa. Denise Alves Horta"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 13:06:00, Relatora: Desa. Maria Lúcia Cardoso Magalhães"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 13:10:00, Relator: Des. Paulo Chaves Corrêa Filho"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 13:11:00, Relatora Desa. Denise Alves Horta"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 13:15:00, Relatora: Desa. Paula Oliveira Cantelli"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 13:16:00, Relator: Des. Paulo Chaves Corrêa Filho"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 13:21:00, Relatora: Desa. Paula Oliveira Cantelli"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 14:00:00, Plenário 1 - Des. Boson"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 14:00:00, Plenário 1 - Des. Camilla"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 14:00:00, Plenário 1 - Des. Emília"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 14:00:00, Plenário 1 - Des. Milton"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 14:00:00, Plenário 1 embargos"
Inclusão em Pauta,"417",IP,S,5006,"07/03/2018, 14:00:00, Plenário 1 - JC Vitor"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2015, 11:00:00, TRJF - R. Espírito Santo, 1115 - 24o. andar"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2015, 13:30:00, Plenário 2, 8o. andar, Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2015, 13:35:00, Plenário 2, 8o. andar, Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2015, 13:40:00, Plenário 2, 8o. andar, Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2015, 13:45:00, Plenário 2, 8o. andar, Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2015, 14:00:00, Plenário 1 10º andar"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2015, 14:02:00, plenário 01 10º"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2016, 09:00:00, Plenário 1, Av. Getúlio Vargas, 225, 10. andar"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2016, 09:05:00, Plenário 1, Av. Getúlio Vargas, 225, 10. andar"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2016, 09:08:00, Plenário 1, Av. Getúlio Vargas, 225, 10. andar"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2016, 09:10:00, Plenário 1, Av. Getúlio Vargas, 225, 10. andar"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2016, 09:12:00, Plenário 1, Av. Getúlio Vargas, 225, 10. andar"
Inclusão em Pauta,"417",IP,S,5006,"07/04/2016, 13:00:00, Sala 10"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2014, 10:00:00, Plenário 1 - Av. Getúlio Vargas, 225/10º - BH"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2014, 10:05:00, Plenário 10º andar - Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2014, 13:00:00, Plenário 2, 8o. andar, Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2014, 14:30:00, Plenário 1 Av. Getúlio Vargas 225, 10o. andar,"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2014, 14:36:00, Plenário 1 Av. Getúlio Vargas 225, 10o. andar,"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2014, 14:39:00, Plenário 1 Av. Getúlio Vargas 225, 10o. andar,"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2014, 14:41:00, Plenário 1 Av. Getúlio Vargas 225, 10o. andar,"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2015, 14:00:00, PLENÁRIO 1"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2015, 14:10:00, VINCULADO"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2015, 14:20:00, Vinculado"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2015, 14:30:00, Agravo"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 13:31:00, ED - Juíza Convocada Olívia Figueiredo P. Coelho"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 13:40:00, Des. João Bosco Pinto Lara"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 13:45:00, Des. João Bosco Pinto Lara (ADIADO)"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 13:50:00, Des. Maria Stela Álvares da Silva Campos"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 13:55:00, Des. Maria Stela Álvares da Silva Campos (ADIADO)"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Eds Des. José Eduardo R. C. Júnior"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Eds Juíza Angela Castilho R. Ribeiro"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Embargos Des. José Eduardo de R.C. Jr."
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Embargos Des. Luiz O. Renault"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Embargos Juiz Cleber Lúcio de Almeida"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Juiz Convocado Vicente de Paula Maciel Júnior"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Plenário 1 - Des. José Eduardo de R. Chaves Júnior"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Plenário 1 - Des. Luiz Otávio Linhares Renault"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Plenário 1 - Des. Luiz Otávio L. Renault - MPT"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Plenário 1 - Juíza Angela Castilho Rogedo Ribeiro"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Plenário 1 - Juiz Cleber Lúcio de Almeida"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:00:00, Plenário 1 - Juiz Cleber Lúcio de Almeida  MPT"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:10:00, Juiz Convocado Ricardo Marcelo Silva"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:15:00, Juiz Convocado Ricardo Marcelo Silva (ADIADOS)"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:15:00, Juiz Convocado Ricardo Marcelo Silva (MPT)"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:32:00, ED - Des. João Bosco"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:32:00, ED - Des. Maria Stela"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:34:00, ED - Juiz Convocado Vicente de Paula Maciel Júnior"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2018, 14:36:00, ED - Juiz Convocado Ricardo Marcelo Silva"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 08:30:00, Dra.Maristela Íris da Silva Malheiros"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 08:30:00, ED - Dra. Maristela Íris da Silva Malheiros"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 08:33:00, Dra. Sabrina de Faria Froés Leão"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 08:34:00, Dr. Carlos Roberto Barbosa"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 08:34:00, ED - Juiz Carlos Roberto Barbosa"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 08:35:00, ED - Dra. Sabrina de Faria Fróes Leão"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 08:36:00, Dr. Helder Vasconcelos Guimarães"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 08:36:00, ED - Dr. Helder Vasconcelos Guimarães"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 09:01:00, REMANESCENTE JUÍZA ADRIANA CAMPOS"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 09:05:00, Maria Laura Franco Lima de Faria"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 09:10:00, Taísa Mª Macena de Lima"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 09:15:00, Juiz Delane Marcolino"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 09:20:00, ADRIANA CAMPOS DE SOUZA FREIRE PIMENTA"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 09:21:00, Embargos Dra. Maria Laura"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 09:23:00, EMBARGOS DRA. TAÍSA"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 09:24:00, EMBARGOS DR. DELANE"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 09:26:00, EMBARGOS ADRIANA CAMPOS DE SOUZA FREIRE PIMENTA"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:00:00, -JBC"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:01:00, ANF"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:01:00, ED OTBG"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:01:00, -OTBG"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:01:00, Plenário 2 - Des. José M. de Morais - Extrapauta"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:02:00, ED PMRP"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:02:00, Plenário 2 Des. Anemar Pereira Amaral"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:02:00, Plenário 2 Des. Anemar Pereira Amaral - Extrapauta"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:02:00, -PMRP"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:03:00, ED MBS"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:03:00, -MBS"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:04:00, Plenário 2 Des. Jorge Berg de Mendonça"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:04:00, Plenário 2 - Des. Jorge Berg - Extrapauta"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:05:00, Plenário 2 Juíza Gisele C. Vieira Dias Macedo"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:06:00, Dr. OSWALDO"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:06:00, ED ANF"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:07:00, Plenário 2  Juiz Danilo Faria (CM)"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:07:00, Plenário 2 Juiz Danilo S. C. Faria - Extrapauta"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:07:00, REMANESCENTE DR. MANOEL BARBOSA"
Inclusão em Pauta,"417",IP,S,5006,"07/05/2019, 14:07:00, Remanescentes (adiados)"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 09:30:00, Dr. Sebastião Geraldo de Oliveira"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 09:30:00, TRJF - R. Espírito Santo, 1115 - 24o. andar"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 09:31:00, Turma Descentralizada 09:31"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 09:32:00, Turma Descentralizada 09:32"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 09:33:00, Dr. Helder Vasconcelos Guimarães"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 09:33:00, Turma Recursal Descentralizada 09:33"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 09:34:00, TRJF 09:34"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 09:36:00, Dra.Maristela Íris da Silva Malheiros"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 09:39:00, Dr. Lucas Vanucci Lins"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 09:42:00, Dr. Jessé Cláudio Franco de Alencar"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 09:45:00, Gab. Des. João Bosco Pinto Lara"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 10:00:00, Gab. Des. Mônica Sette Lopes"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 10:15:00, Gab. Des. Maria Stella Álvares da Silva Campos"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 10:30:00, Gab. Des. Maria Laura F.L. de Faria (Convocado)"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 10:45:00, Gab. Des. Maria Stela A.S.Campos (Vinculado)"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 11:00:00, ED - Gab. Des. JOÃO BOSCO"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 11:03:00, ED - Gab. Des. MÔNICA SETTE"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 11:04:00, ED - Gab. Des. MARIA LAURA (CONVOCADO)"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 11:04:00, ED - Gab. Des. MARIA STELA"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 11:04:00, ED - Gab. Des. MARIA STELA (VINCULADO)"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 13:00:00, Plenário 1 13:00hs"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 13:01:00, Plenário 1 13:01hs"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 13:02:00, Plenário 1 13:02hs"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 13:03:00, Plenário 1 13:03hs"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 13:04:00, Plenário 1 13:04"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 13:30:00, Plenário 2 - Des. Anemar Pereira Amaral"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 13:30:00, Plenário 2 - Des. Jorge Berg de Mendonça"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 13:30:00, Plenário 2 - Des. Rogério Valle Ferreira"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2016, 13:30:00, Plenário 2 - Juíza Gisele de Cássia V. D. Macedo"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:00:00, Plenário 1 - 09:00 Av. Getúlio Vargas, 225 10º"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:01:00, Plenário 1 9:01 Av. Getúlio Vargas, 225 10º"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:02:00, Plenário 1 09:02 Av. Getúlio Vargas, 225 10º"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:03:00, plenario 1 09:03 Av. Getúlio Vargas, 225 10º"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:04:00, Plenário 1 09:04 Av. Getúlio Vargas, 225 10º"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:05:00, Lucilde D'Ajuda Lyra de Almeida"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:10:00, Taísa Mª Macena de Lima"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:15:00, 11ª Turma - LAPI"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:15:00, Rosemary  O. Pires"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:16:00, 11ª Turma - AGSO"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:17:00, 11ª  Turma - JVC"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:18:00, 11ª Turma - MAPC"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:19:00, ED LAPI  09:19"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:20:00, ED AGSO 09:20"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:20:00, Juiz Leonardo Passos Ferreira"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 09:21:00, ED  JVC 09:21"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 13:08:00, Dr. Carlos Roberto Barbosa"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 13:11:00, Dra. Maria Cristina Diniz Caixeta"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 13:16:00, Relatora: Desa. Paula Oliveira Cantelli"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 13:25:00, Dra. Ana Maria Espí Cavalcanti"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 13:30:00, Plenário 1 - JC Danilo"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 14:00:00, Plenário 1 - Des. Boson"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 14:00:00, Plenário 1 - Des. Camilla"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 14:00:00, Plenário 1 - Des. Emília"
Inclusão em Pauta,"417",IP,S,5006,"07/06/2017, 14:00:00, Plenário 1 - Des. Milton"
